cell_type,sex,ann_level_4,0
serous secreting cell,male,Classical monocytes,0
serous secreting cell,male,Club,0
serous secreting cell,male,DC1,0
serous secreting cell,male,DC2,0
serous secreting cell,male,Deuterosomal,0
serous secreting cell,male,EC aerocyte capillary,0
serous secreting cell,male,EC general capillary,0
serous secreting cell,male,EC venous pulmonary,0
serous secreting cell,male,EC venous systemic,0
serous secreting cell,male,Goblet,0
serous secreting cell,male,Hillock-like,0
serous secreting cell,male,Interstitial macrophages,0
serous secreting cell,male,Ionocyte,0
serous secreting cell,male,Migratory DCs,0
serous secreting cell,male,Multiciliated,0
serous secreting cell,male,NK cells,0
serous secreting cell,male,Neuroendocrine,0
serous secreting cell,male,Non-classical monocytes,0
serous secreting cell,male,None,0
serous secreting cell,male,Peribronchial fibroblasts,0
serous secreting cell,male,Pericytes,0
serous secreting cell,male,Plasma cells,0
serous secreting cell,male,Plasmacytoid DCs,0
serous secreting cell,male,SMG duct,0
serous secreting cell,male,SMG mucous,0
serous secreting cell,male,SMG serous,357
serous secreting cell,male,Subpleural fibroblasts,0
serous secreting cell,male,Suprabasal,0
serous secreting cell,male,T cells proliferating,0
serous secreting cell,male,Transitional Club-AT2,0
serous secreting cell,male,Tuft,0
mucus secreting cell,female,AT2 proliferating,0
mucus secreting cell,female,Adventitial fibroblasts,0
mucus secreting cell,female,Alveolar fibroblasts,0
mucus secreting cell,female,Alveolar macrophages,0
mucus secreting cell,female,B cells,0
mucus secreting cell,female,Basal resting,0
mucus secreting cell,female,CD4 T cells,0
mucus secreting cell,female,CD8 T cells,0
mucus secreting cell,female,Classical monocytes,0
mucus secreting cell,female,Club,0
mucus secreting cell,female,DC1,0
mucus secreting cell,female,DC2,0
mucus secreting cell,female,Deuterosomal,0
mucus secreting cell,female,EC aerocyte capillary,0
mucus secreting cell,female,EC general capillary,0
mucus secreting cell,female,EC venous pulmonary,0
mucus secreting cell,female,EC venous systemic,0
mucus secreting cell,female,Goblet,0
mucus secreting cell,female,Hillock-like,0
mucus secreting cell,female,Interstitial macrophages,0
mucus secreting cell,female,Ionocyte,0
mucus secreting cell,female,Migratory DCs,0
mucus secreting cell,female,Multiciliated,0
mucus secreting cell,female,NK cells,0
mucus secreting cell,female,Neuroendocrine,0
mucus secreting cell,female,Non-classical monocytes,0
mucus secreting cell,female,None,0
mucus secreting cell,female,Peribronchial fibroblasts,0
mucus secreting cell,female,Pericytes,0
mucus secreting cell,female,Plasma cells,0
mucus secreting cell,female,Plasmacytoid DCs,0
mucus secreting cell,female,SMG duct,0
mucus secreting cell,female,SMG mucous,217
mucus secreting cell,female,SMG serous,0
mucus secreting cell,female,Subpleural fibroblasts,0
mucus secreting cell,female,Suprabasal,0
mucus secreting cell,female,T cells proliferating,0
mucus secreting cell,female,Transitional Club-AT2,0
mucus secreting cell,female,Tuft,0
mucus secreting cell,male,AT2 proliferating,0
mucus secreting cell,male,Adventitial fibroblasts,0
mucus secreting cell,male,Alveolar fibroblasts,0
mucus secreting cell,male,Alveolar macrophages,0
mucus secreting cell,male,B cells,0
mucus secreting cell,male,Basal resting,0
mucus secreting cell,male,CD4 T cells,0
mucus secreting cell,male,CD8 T cells,0
mucus secreting cell,male,Classical monocytes,0
mucus secreting cell,male,Club,0
mucus secreting cell,male,DC1,0
mucus secreting cell,male,DC2,0
mucus secreting cell,male,Deuterosomal,0
mucus secreting cell,male,EC aerocyte capillary,0
mucus secreting cell,male,EC general capillary,0
mucus secreting cell,male,EC venous pulmonary,0
mucus secreting cell,male,EC venous systemic,0
mucus secreting cell,male,Goblet,0
mucus secreting cell,male,Hillock-like,0
mucus secreting cell,male,Interstitial macrophages,0
mucus secreting cell,male,Ionocyte,0
mucus secreting cell,male,Migratory DCs,0
mucus secreting cell,male,Multiciliated,0
mucus secreting cell,male,NK cells,0
mucus secreting cell,male,Neuroendocrine,0
mucus secreting cell,male,Non-classical monocytes,0
mucus secreting cell,male,None,0
mucus secreting cell,male,Peribronchial fibroblasts,0
mucus secreting cell,male,Pericytes,0
mucus secreting cell,male,Plasma cells,0
mucus secreting cell,male,Plasmacytoid DCs,0
mucus secreting cell,male,SMG duct,0
mucus secreting cell,male,SMG mucous,320
mucus secreting cell,male,SMG serous,0
mucus secreting cell,male,Subpleural fibroblasts,0
mucus secreting cell,male,Suprabasal,0
mucus secreting cell,male,T cells proliferating,0
mucus secreting cell,male,Transitional Club-AT2,0
mucus secreting cell,male,Tuft,0
dendritic cell,female,AT2 proliferating,0
dendritic cell,female,Adventitial fibroblasts,0
dendritic cell,female,Alveolar fibroblasts,0
dendritic cell,female,Alveolar macrophages,0
dendritic cell,female,B cells,0
dendritic cell,female,Basal resting,0
dendritic cell,female,CD4 T cells,0
dendritic cell,female,CD8 T cells,0
dendritic cell,female,Classical monocytes,0
dendritic cell,female,Club,0
dendritic cell,female,DC1,0
dendritic cell,female,DC2,0
dendritic cell,female,Deuterosomal,0
dendritic cell,female,EC aerocyte capillary,0
dendritic cell,female,EC general capillary,0
dendritic cell,female,EC venous pulmonary,0
dendritic cell,female,EC venous systemic,0
dendritic cell,female,Goblet,0
dendritic cell,female,Hillock-like,0
dendritic cell,female,Interstitial macrophages,0
dendritic cell,female,Ionocyte,0
dendritic cell,female,Migratory DCs,139
dendritic cell,female,Multiciliated,0
dendritic cell,female,NK cells,0
dendritic cell,female,Neuroendocrine,0
dendritic cell,female,Non-classical monocytes,0
dendritic cell,female,None,0
dendritic cell,female,Peribronchial fibroblasts,0
dendritic cell,female,Pericytes,0
dendritic cell,female,Plasma cells,0
dendritic cell,female,Plasmacytoid DCs,0
dendritic cell,female,SMG duct,0
dendritic cell,female,SMG mucous,0
dendritic cell,female,SMG serous,0
dendritic cell,female,Subpleural fibroblasts,0
dendritic cell,female,Suprabasal,0
dendritic cell,female,T cells proliferating,0
dendritic cell,female,Transitional Club-AT2,0
dendritic cell,female,Tuft,0
dendritic cell,male,AT2 proliferating,0
dendritic cell,male,Adventitial fibroblasts,0
dendritic cell,male,Alveolar fibroblasts,0
dendritic cell,male,Alveolar macrophages,0
dendritic cell,male,B cells,0
dendritic cell,male,Basal resting,0
dendritic cell,male,CD4 T cells,0
dendritic cell,male,CD8 T cells,0
dendritic cell,male,Classical monocytes,0
dendritic cell,male,Club,0
dendritic cell,male,DC1,0
dendritic cell,male,DC2,0
dendritic cell,male,Deuterosomal,0
dendritic cell,male,EC aerocyte capillary,0
dendritic cell,male,EC general capillary,0
dendritic cell,male,EC venous pulmonary,0
dendritic cell,male,EC venous systemic,0
dendritic cell,male,Goblet,0
dendritic cell,male,Hillock-like,0
dendritic cell,male,Interstitial macrophages,0
dendritic cell,male,Ionocyte,0
dendritic cell,male,Migratory DCs,173
dendritic cell,male,Multiciliated,0
dendritic cell,male,NK cells,0
dendritic cell,male,Neuroendocrine,0
dendritic cell,male,Non-classical monocytes,0
dendritic cell,male,None,0
dendritic cell,male,Peribronchial fibroblasts,0
dendritic cell,male,Pericytes,0
dendritic cell,male,Plasma cells,0
dendritic cell,male,Plasmacytoid DCs,0
dendritic cell,male,SMG duct,0
dendritic cell,male,SMG mucous,0
dendritic cell,male,SMG serous,0
dendritic cell,male,Subpleural fibroblasts,0
dendritic cell,male,Suprabasal,0
dendritic cell,male,T cells proliferating,0
dendritic cell,male,Transitional Club-AT2,0
dendritic cell,male,Tuft,0
stromal cell,female,AT2 proliferating,0
stromal cell,female,Adventitial fibroblasts,0
stromal cell,female,Alveolar fibroblasts,0
stromal cell,female,Alveolar macrophages,0
stromal cell,female,B cells,0
stromal cell,female,Basal resting,0
stromal cell,female,CD4 T cells,0
stromal cell,female,CD8 T cells,0
stromal cell,female,Classical monocytes,0
stromal cell,female,Club,0
stromal cell,female,DC1,0
stromal cell,female,DC2,0
stromal cell,female,Deuterosomal,0
stromal cell,female,EC aerocyte capillary,0
stromal cell,female,EC general capillary,0
stromal cell,female,EC venous pulmonary,0
stromal cell,female,EC venous systemic,0
stromal cell,female,Goblet,0
stromal cell,female,Hillock-like,0
stromal cell,female,Interstitial macrophages,0
stromal cell,female,Ionocyte,0
stromal cell,female,Migratory DCs,0
stromal cell,female,Multiciliated,0
stromal cell,female,NK cells,0
stromal cell,female,Neuroendocrine,0
stromal cell,female,Non-classical monocytes,0
stromal cell,female,None,256
stromal cell,female,Peribronchial fibroblasts,0
stromal cell,female,Pericytes,0
stromal cell,female,Plasma cells,0
stromal cell,female,Plasmacytoid DCs,0
stromal cell,female,SMG duct,0
stromal cell,female,SMG mucous,0
stromal cell,female,SMG serous,0
stromal cell,female,Subpleural fibroblasts,0
stromal cell,female,Suprabasal,0
stromal cell,female,T cells proliferating,0
stromal cell,female,Transitional Club-AT2,0
stromal cell,female,Tuft,0
stromal cell,male,AT2 proliferating,0
stromal cell,male,Adventitial fibroblasts,0
stromal cell,male,Alveolar fibroblasts,0
stromal cell,male,Alveolar macrophages,0
stromal cell,male,B cells,0
stromal cell,male,Basal resting,0
stromal cell,male,CD4 T cells,0
stromal cell,male,CD8 T cells,0
stromal cell,male,Classical monocytes,0
stromal cell,male,Club,0
stromal cell,male,DC1,0
stromal cell,male,DC2,0
stromal cell,male,Deuterosomal,0
stromal cell,male,EC aerocyte capillary,0
stromal cell,male,EC general capillary,0
stromal cell,male,EC venous pulmonary,0
stromal cell,male,EC venous systemic,0
stromal cell,male,Goblet,0
stromal cell,male,Hillock-like,0
stromal cell,male,Interstitial macrophages,0
stromal cell,male,Ionocyte,0
stromal cell,male,Migratory DCs,0
stromal cell,male,Multiciliated,0
stromal cell,male,NK cells,0
stromal cell,male,Neuroendocrine,0
stromal cell,male,Non-classical monocytes,0
stromal cell,male,None,79
stromal cell,male,Peribronchial fibroblasts,0
stromal cell,male,Pericytes,0
stromal cell,male,Plasma cells,0
stromal cell,male,Plasmacytoid DCs,0
stromal cell,male,SMG duct,0
stromal cell,male,SMG mucous,0
stromal cell,male,SMG serous,0
stromal cell,male,Subpleural fibroblasts,0
stromal cell,male,Suprabasal,0
stromal cell,male,T cells proliferating,0
stromal cell,male,Transitional Club-AT2,0
stromal cell,male,Tuft,0
alveolar macrophage,female,AT2 proliferating,0
alveolar macrophage,female,Adventitial fibroblasts,0
alveolar macrophage,female,Alveolar fibroblasts,0
alveolar macrophage,female,Alveolar macrophages,22435
alveolar macrophage,female,B cells,0
alveolar macrophage,female,Basal resting,0
alveolar macrophage,female,CD4 T cells,0
alveolar macrophage,female,CD8 T cells,0
alveolar macrophage,female,Classical monocytes,0
alveolar macrophage,female,Club,0
alveolar macrophage,female,DC1,0
alveolar macrophage,female,DC2,0
alveolar macrophage,female,Deuterosomal,0
alveolar macrophage,female,EC aerocyte capillary,0
alveolar macrophage,female,EC general capillary,0
alveolar macrophage,female,EC venous pulmonary,0
alveolar macrophage,female,EC venous systemic,0
alveolar macrophage,female,Goblet,0
alveolar macrophage,female,Hillock-like,0
alveolar macrophage,female,Interstitial macrophages,0
alveolar macrophage,female,Ionocyte,0
alveolar macrophage,female,Migratory DCs,0
alveolar macrophage,female,Multiciliated,0
alveolar macrophage,female,NK cells,0
alveolar macrophage,female,Neuroendocrine,0
alveolar macrophage,female,Non-classical monocytes,0
alveolar macrophage,female,None,0
alveolar macrophage,female,Peribronchial fibroblasts,0
alveolar macrophage,female,Pericytes,0
alveolar macrophage,female,Plasma cells,0
alveolar macrophage,female,Plasmacytoid DCs,0
alveolar macrophage,female,SMG duct,0
alveolar macrophage,female,SMG mucous,0
alveolar macrophage,female,SMG serous,0
alveolar macrophage,female,Subpleural fibroblasts,0
alveolar macrophage,female,Suprabasal,0
alveolar macrophage,female,T cells proliferating,0
alveolar macrophage,female,Transitional Club-AT2,0
alveolar macrophage,female,Tuft,0
alveolar macrophage,male,AT2 proliferating,0
alveolar macrophage,male,Adventitial fibroblasts,0
alveolar macrophage,male,Alveolar fibroblasts,0
alveolar macrophage,male,Alveolar macrophages,56381
alveolar macrophage,male,B cells,0
alveolar macrophage,male,Basal resting,0
alveolar macrophage,male,CD4 T cells,0
alveolar macrophage,male,CD8 T cells,0
alveolar macrophage,male,Classical monocytes,0
alveolar macrophage,male,Club,0
alveolar macrophage,male,DC1,0
alveolar macrophage,male,DC2,0
alveolar macrophage,male,Deuterosomal,0
alveolar macrophage,male,EC aerocyte capillary,0
alveolar macrophage,male,EC general capillary,0
alveolar macrophage,male,EC venous pulmonary,0
alveolar macrophage,male,EC venous systemic,0
alveolar macrophage,male,Goblet,0
alveolar macrophage,male,Hillock-like,0
alveolar macrophage,male,Interstitial macrophages,0
alveolar macrophage,male,Ionocyte,0
alveolar macrophage,male,Migratory DCs,0
alveolar macrophage,male,Multiciliated,0
alveolar macrophage,male,NK cells,0
alveolar macrophage,male,Neuroendocrine,0
alveolar macrophage,male,Non-classical monocytes,0
alveolar macrophage,male,None,0
alveolar macrophage,male,Peribronchial fibroblasts,0
alveolar macrophage,male,Pericytes,0
alveolar macrophage,male,Plasma cells,0
alveolar macrophage,male,Plasmacytoid DCs,0
alveolar macrophage,male,SMG duct,0
alveolar macrophage,male,SMG mucous,0
alveolar macrophage,male,SMG serous,0
alveolar macrophage,male,Subpleural fibroblasts,0
alveolar macrophage,male,Suprabasal,0
alveolar macrophage,male,T cells proliferating,0
alveolar macrophage,male,Transitional Club-AT2,0
alveolar macrophage,male,Tuft,0
acinar cell,female,AT2 proliferating,0
acinar cell,female,Adventitial fibroblasts,0
acinar cell,female,Alveolar fibroblasts,0
acinar cell,female,Alveolar macrophages,0
acinar cell,female,B cells,0
acinar cell,female,Basal resting,0
acinar cell,female,CD4 T cells,0
acinar cell,female,CD8 T cells,0
acinar cell,female,Classical monocytes,0
acinar cell,female,Club,0
acinar cell,female,DC1,0
acinar cell,female,DC2,0
acinar cell,female,Deuterosomal,0
acinar cell,female,EC aerocyte capillary,0
acinar cell,female,EC general capillary,0
acinar cell,female,EC venous pulmonary,0
acinar cell,female,EC venous systemic,0
acinar cell,female,Goblet,0
acinar cell,female,Hillock-like,0
acinar cell,female,Interstitial macrophages,0
acinar cell,female,Ionocyte,0
acinar cell,female,Migratory DCs,0
acinar cell,female,Multiciliated,0
acinar cell,female,NK cells,0
acinar cell,female,Neuroendocrine,0
acinar cell,female,Non-classical monocytes,0
acinar cell,female,None,0
acinar cell,female,Peribronchial fibroblasts,0
acinar cell,female,Pericytes,0
acinar cell,female,Plasma cells,0
acinar cell,female,Plasmacytoid DCs,0
acinar cell,female,SMG duct,393
acinar cell,female,SMG mucous,0
acinar cell,female,SMG serous,0
acinar cell,female,Subpleural fibroblasts,0
acinar cell,female,Suprabasal,0
acinar cell,female,T cells proliferating,0
acinar cell,female,Transitional Club-AT2,0
acinar cell,female,Tuft,0
acinar cell,male,AT2 proliferating,0
acinar cell,male,Adventitial fibroblasts,0
acinar cell,male,Alveolar fibroblasts,0
acinar cell,male,Alveolar macrophages,0
acinar cell,male,B cells,0
acinar cell,male,Basal resting,0
acinar cell,male,CD4 T cells,0
acinar cell,male,CD8 T cells,0
acinar cell,male,Classical monocytes,0
acinar cell,male,Club,0
acinar cell,male,DC1,0
acinar cell,male,DC2,0
acinar cell,male,Deuterosomal,0
acinar cell,male,EC aerocyte capillary,0
acinar cell,male,EC general capillary,0
acinar cell,male,EC venous pulmonary,0
acinar cell,male,EC venous systemic,0
acinar cell,male,Goblet,0
acinar cell,male,Hillock-like,0
acinar cell,male,Interstitial macrophages,0
acinar cell,male,Ionocyte,0
acinar cell,male,Migratory DCs,0
acinar cell,male,Multiciliated,0
acinar cell,male,NK cells,0
acinar cell,male,Neuroendocrine,0
acinar cell,male,Non-classical monocytes,0
acinar cell,male,None,0
acinar cell,male,Peribronchial fibroblasts,0
acinar cell,male,Pericytes,0
acinar cell,male,Plasma cells,0
acinar cell,male,Plasmacytoid DCs,0
acinar cell,male,SMG duct,881
acinar cell,male,SMG mucous,0
acinar cell,male,SMG serous,0
acinar cell,male,Subpleural fibroblasts,0
acinar cell,male,Suprabasal,0
acinar cell,male,T cells proliferating,0
acinar cell,male,Transitional Club-AT2,0
acinar cell,male,Tuft,0
natural killer cell,female,AT2 proliferating,0
natural killer cell,female,Adventitial fibroblasts,0
natural killer cell,female,Alveolar fibroblasts,0
natural killer cell,female,Alveolar macrophages,0
natural killer cell,female,B cells,0
natural killer cell,female,Basal resting,0
natural killer cell,female,CD4 T cells,0
natural killer cell,female,CD8 T cells,0
natural killer cell,female,Classical monocytes,0
natural killer cell,female,Club,0
natural killer cell,female,DC1,0
natural killer cell,female,DC2,0
natural killer cell,female,Deuterosomal,0
natural killer cell,female,EC aerocyte capillary,0
natural killer cell,female,EC general capillary,0
